"source","references","auth_year","auth_yr_id","dup_mark","sampling_year","Title","country","Region","latitude","longitude","Climate","temperature","precipitation","SOC","pH","bulk_density","total_N","Soil_tex","Clay","Silt","Sand","Growing_season","Rotation_type","Cultivar_name","Planting_method","Planting_date","Transplant_date","Harvest_date","growing_period","Crop_period","Measurement_period","experimental_start_date","experimental_end_date","preseason_water","water_regime","Water_depth_cm","N_amount","p2o5_amount","k2o_amount","organic_fert_type","organic_fert_amount","Organic_method","CH4_flux","CH4_seasonal","N2O","Yield","UFR","crop_id","exp_date"
"nikolaisen","Datta_2013","Datta_2013",6,2,NA,NA,"India","South Asia",20.2,86.5,"Tropical savannah",26.8116759788889,362.624835762963,1.01,5.95,1.39583333333333,0.08,"M_Fine",21,12,67,"Wet","Rice_Rice","Gayatri","Transplant",NA,NA,NA,120,NA,120,NA,NA,"Short drainage","Continuous flooding","22_42",40,NA,NA,"NONE",0,"NONE",NA,2636,NA,4940,NA,NA,NA
"nikolaisen","Datta_2013","Datta_2013",7,2,NA,NA,"India","South Asia",20.2,86.5,"Tropical savannah",26.8116759788889,362.624835762963,1.01,5.95,1.39583333333333,0.08,"M_Fine",21,12,67,"Dry","Rice_Rice","Canning7","Transplant",NA,NA,NA,95,NA,95,NA,NA,"Short drainage","Continuous flooding","5_15",0,NA,NA,"NONE",0,"NONE",NA,153.5,NA,2830,NA,NA,NA
"nikolaisen","Datta_2013","Datta_2013",8,2,NA,NA,"India","South Asia",20.2,86.5,"Tropical savannah",26.8116759788889,362.624835762963,1.01,5.95,1.39583333333333,0.08,"M_Fine",21,12,67,"Dry","Rice_Rice","Canning7","Transplant",NA,NA,NA,95,NA,95,NA,NA,"Short drainage","Continuous flooding","5_15",70,NA,NA,"NONE",0,"NONE",NA,200.9,NA,3710,NA,NA,NA
"nikolaisen","Datta_2013","Datta_2013",9,2,NA,NA,"India","South Asia",20.2,86.5,"Tropical savannah",26.8116759788889,362.624835762963,1.01,5.95,1.39583333333333,0.08,"M_Fine",21,12,67,"Dry","Rice_Rice","Canning7","Transplant",NA,NA,NA,95,NA,95,NA,NA,"Short drainage","Continuous flooding","5_15",35,NA,NA,"NONE",0,"NONE",NA,1008.8,NA,3320,NA,NA,NA
"nikolaisen","Datta_2013","Datta_2013",10,2,NA,NA,"India","South Asia",20.2,86.5,"Tropical savannah",26.8116759788889,362.624835762963,1.01,5.95,1.39583333333333,0.08,"M_Fine",21,12,67,"Dry","Rice_Rice","Canning7","Transplant",NA,NA,NA,95,NA,95,NA,NA,"Short drainage","Continuous flooding","5_15",35,NA,NA,"NONE",0,"NONE",NA,227.8,NA,3200,NA,NA,NA
"nikolaisen","Datta_2013","Datta_2013",11,2,NA,NA,"India","South Asia",20.2,86.5,"Tropical savannah",26.8116759788889,362.624835762963,1.01,5.95,1.39583333333333,0.08,"M_Fine",21,12,67,"Dry","Rice_Rice","Canning7","Transplant",NA,NA,NA,95,NA,95,NA,NA,"Short drainage","Continuous flooding","5_15",35,NA,NA,"NONE",0,"NONE",NA,837.2,NA,3080,NA,NA,NA
"nikolaisen","Datta_2013","Datta_2013",12,2,NA,NA,"India","South Asia",20.2,86.5,"Tropical savannah",26.8116759788889,362.624835762963,1.01,5.95,1.39583333333333,0.08,"M_Fine",21,12,67,"Dry","Rice_Rice","Canning7","Transplant",NA,NA,NA,95,NA,95,NA,NA,"Short drainage","Continuous flooding","5_15",70,NA,NA,"NONE",0,"NONE",NA,465.7,NA,3930,NA,NA,NA
"nikolaisen","Datta_2014","Datta_2014",1,1,NA,NA,"India","South Asia",20.45,85.94,"Tropical savannah",26.8116759788889,362.624835762963,0.9,6.8,1.39583333333333,0.263589743589744,"M_Fine",25.9,21.6,52.5,"Wet","Rice_Rice","Naven","Transplant",NA,NA,NA,101,NA,101,NA,NA,"Short drainage","Rainfed wet season",NA,120,NA,NA,"NONE",0,"NONE",NA,2462.2,NA,2740,NA,NA,NA
"nikolaisen","Datta_2014","Datta_2014",2,1,NA,NA,"India","South Asia",20.45,85.94,"Tropical savannah",26.8116759788889,362.624835762963,0.9,6.8,1.39583333333333,0.263589743589744,"M_Fine",25.9,21.6,52.5,"Wet","Rice_Rice","Naven","Transplant",NA,NA,NA,101,NA,101,NA,NA,"Short drainage","Rainfed wet season",NA,120,NA,NA,"NONE",0,"NONE",NA,3723.6,NA,3920,NA,NA,NA
"nikolaisen","Datta_2014","Datta_2014",3,1,NA,NA,"India","South Asia",20.45,85.94,"Tropical savannah",26.8116759788889,362.624835762963,0.9,6.8,1.39583333333333,0.263589743589744,"M_Fine",25.9,21.6,52.5,"Wet","Rice_Rice","Naven","Transplant",NA,NA,NA,101,NA,101,NA,NA,"Short drainage","Rainfed wet season",NA,120,NA,NA,"NONE",0,"NONE",NA,2501.7,NA,3660,NA,NA,NA
"nikolaisen","Datta_2014","Datta_2014",4,1,NA,NA,"India","South Asia",20.45,85.94,"Tropical savannah",26.8116759788889,362.624835762963,0.9,6.8,1.39583333333333,0.263589743589744,"M_Fine",25.9,21.6,52.5,"Wet","Rice_Rice","Naven","Transplant",NA,NA,NA,101,NA,101,NA,NA,"Short drainage","Rainfed wet season",NA,120,NA,NA,"NONE",0,"NONE",NA,2945.9,NA,3820,NA,NA,NA
"nikolaisen","Datta_2014","Datta_2014",5,1,NA,NA,"India","South Asia",20.45,85.94,"Tropical savannah",26.8116759788889,362.624835762963,0.9,6.8,1.39583333333333,0.263589743589744,"M_Fine",25.9,21.6,52.5,"Dry","Rice_Rice","Naven","Transplant",NA,NA,NA,94,NA,94,NA,NA,"Short drainage","Continuous flooding","5_10",90,NA,NA,"NONE",0,"NONE",NA,1349.5,NA,3810,NA,NA,NA
"nikolaisen","Datta_2014","Datta_2014",6,1,NA,NA,"India","South Asia",20.45,85.94,"Tropical savannah",26.8116759788889,362.624835762963,0.9,6.8,1.39583333333333,0.263589743589744,"M_Fine",25.9,21.6,52.5,"Dry","Rice_Rice","Naven","Transplant",NA,NA,NA,94,NA,94,NA,NA,"Short drainage","Continuous flooding","5_10",90,NA,NA,"NONE",0,"NONE",NA,1509.7,NA,4790,NA,NA,NA
"nikolaisen","Datta_2014","Datta_2014",7,1,NA,NA,"India","South Asia",20.45,85.94,"Tropical savannah",26.8116759788889,362.624835762963,0.9,6.8,1.39583333333333,0.263589743589744,"M_Fine",25.9,21.6,52.5,"Dry","Rice_Rice","Naven","Transplant",NA,NA,NA,94,NA,94,NA,NA,"Short drainage","Continuous flooding","5_10",90,NA,NA,"NONE",0,"NONE",NA,1447.1,NA,4670,NA,NA,NA
"nikolaisen","Datta_2014","Datta_2014",8,1,NA,NA,"India","South Asia",20.45,85.94,"Tropical savannah",26.8116759788889,362.624835762963,0.9,6.8,1.39583333333333,0.263589743589744,"M_Fine",25.9,21.6,52.5,"Dry","Rice_Rice","Naven","Transplant",NA,NA,NA,94,NA,94,NA,NA,"Short drainage","Continuous flooding","5_10",90,NA,NA,"NONE",0,"NONE",NA,1530.7,NA,4600,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",1,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,0.99,5.15,NA,0.09,"UN",15.8333333333333,38.4333333333333,45.7333333333333,"Single","Rice_Fallow","Gladio","Direct wet seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Continuous flooding","10",178.3,NA,NA,"NONE",0,"NONE",NA,3220,NA,4550,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",2,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,0.92,5.64,NA,0.08,"Medium",17,35.9,47.1,"Single","Rice_Fallow","Gladio","Direct dry seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Saturated",NA,178.3,NA,NA,"NONE",0,"NONE",NA,73,NA,2330,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",3,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,0.78,5.69,NA,0.08,"UN",15.8333333333333,38.4333333333333,45.7333333333333,"Single","Rice_Fallow","Gladio","Direct dry seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Continuous flooding","10",178.3,NA,NA,"NONE",0,"NONE",NA,2060,NA,2730,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",4,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,0.93,5.25,NA,0.1,"UN",15.8333333333333,38.4333333333333,45.7333333333333,"Single","Rice_Fallow","Gladio","Direct wet seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Continuous flooding","10",178.3,NA,NA,"NONE",0,"NONE",NA,2370,NA,6560,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",5,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,0.81,5.95,NA,0.09,"Medium",17,35.9,47.1,"Single","Rice_Fallow","Gladio","Direct dry seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Saturated",NA,178.3,NA,NA,"NONE",0,"NONE",NA,13.8,NA,3590,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",6,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,0.8,5.57,NA,0.09,"UN",15.8333333333333,38.4333333333333,45.7333333333333,"Single","Rice_Fallow","Gladio","Direct dry seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Continuous flooding","10",178.3,NA,NA,"NONE",0,"NONE",NA,1020,NA,8860,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",7,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,0.86,5.34,NA,0.11,"UN",15.8333333333333,38.4333333333333,45.7333333333333,"Single","Rice_Fallow","Gladio","Direct wet seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Continuous flooding","10",178.3,NA,NA,"NONE",0,"NONE",NA,5000,NA,8930,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",8,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,0.82,5.44,NA,0.1,"UN",15.8333333333333,38.4333333333333,45.7333333333333,"Single","Rice_Fallow","Gladio","Direct dry seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Continuous flooding","10",178.3,NA,NA,"NONE",0,"NONE",NA,656,NA,6720,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",9,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,0.77,5.22,NA,0.1,"UN",15.8333333333333,38.4333333333333,45.7333333333333,"Single","Rice_Fallow","Gladio","Direct dry seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Saturated",NA,178.3,NA,NA,"NONE",0,"NONE",NA,13.7,NA,8230,NA,NA,NA
"nikolaisen","Fangueiro_2016","Fangueiro_2016",10,1,NA,NA,"Spain","Europe",39.1,-5.67,"Temperate dry summer",NA,NA,1.63,5.85,NA,0.17,"Medium",13.5,43.5,43,"Single","Rice_Fallow","Gladio","Direct dry seeded","23/05/2012",NA,"02/11/2012",163,"163",NA,NA,NA,"Winter flooded","Saturated",NA,178.3,NA,NA,"NONE",0,"NONE",NA,7.29,NA,7940,NA,NA,NA
"nikolaisen","Fawibe_2019","Fawibe_2019",1,1,NA,NA,"Japan","East Asia",35.71,140.04,"Temperate without dry season",21.73193291,673.564056642857,3.77,5.8,0.875714285714286,0.38,"UN",22.1461538461538,23.9083333333333,56.775,"Single","Rice_Upland","Koshihikari","Direct dry seeded","06/06/2016",NA,"22/09/2016",108,"108",NA,NA,NA,"Long drainage","Continuous flooding","4_5",70,NA,NA,"GM",48.8088644958509,"Incorporated",NA,16,NA,4300,NA,NA,NA
"nikolaisen","Fawibe_2019","Fawibe_2019",3,1,NA,NA,"Japan","East Asia",35.71,140.04,"Temperate without dry season",21.73193291,673.564056642857,3.77,5.8,0.875714285714286,0.38,"UN",22.1461538461538,23.9083333333333,56.775,"Single","Rice_Upland","Koshihikari","Direct dry seeded","09/06/2017",NA,"25/09/2017",108,"108",NA,NA,NA,"Long drainage","Continuous flooding","4_5",70,NA,NA,"GM",48.8088644958509,"Incorporated",NA,248,NA,7400,NA,NA,NA
"nikolaisen","Fawibe_2019","Fawibe_2019",5,1,NA,NA,"Japan","East Asia",35.71,140.04,"Temperate without dry season",21.73193291,673.564056642857,3.77,5.8,0.875714285714286,0.38,"UN",22.1461538461538,23.9083333333333,56.775,"Single","Rice_Upland","Koshihikari","Direct dry seeded","09/06/2017",NA,"25/09/2017",108,"108",NA,NA,NA,"Long drainage","Saturated",NA,70,NA,NA,"NONE",0,"NONE",NA,76,NA,7000,NA,NA,NA
"nikolaisen","Feng_2021","Feng_2021",1,1,NA,NA,"China","East Asia",32.17,112.07,"Temperate without dry season",20.2541823804118,914.667657788747,1.92,6.41,1.31314911242604,0.23,"UN",24.5887905346188,41.8612056737589,31.1473404255319,"Single","Rice_upland","7Y88","Transplant",NA,NA,"01/06/2018",122,NA,NA,NA,NA,"Long drainage","Continuous flooding","5_10",180,71.8122125,85.3386658354114,"NONE",0,"NONE",NA,5913,NA,9120,NA,NA,NA
"nikolaisen","Feng_2021","Feng_2021",3,1,NA,NA,"China","East Asia",32.17,112.07,"Temperate without dry season",20.2541823804118,914.667657788747,1.92,6.41,1.31314911242604,0.23,"UN",24.5887905346188,41.8612056737589,31.1473404255319,"Single","Rice_upland","7Y370","Transplant",NA,NA,"01/06/2018",122,NA,NA,NA,NA,"Long drainage","Alternate wetting and drying","5_10",180,71.8122125,85.3386658354114,"NONE",0,"NONE",NA,2003,NA,8160,NA,NA,NA
"nikolaisen","Feng_2021","Feng_2021",5,1,NA,NA,"China","East Asia",32.17,112.07,"Temperate without dry season",20.2541823804118,914.667657788747,1.92,6.41,1.31314911242604,0.23,"UN",24.5887905346188,41.8612056737589,31.1473404255319,"Single","Rice_upland","7Y88","Transplant",NA,NA,"03/06/2019",122,NA,NA,NA,NA,"Long drainage","Continuous flooding","5_10",180,71.8122125,85.3386658354114,"NONE",0,"NONE",NA,5740,NA,8880,NA,NA,NA
"nikolaisen","Feng_2021","Feng_2021",7,1,NA,NA,"China","East Asia",32.17,112.07,"Temperate without dry season",20.2541823804118,914.667657788747,1.92,6.41,1.31314911242604,0.23,"UN",24.5887905346188,41.8612056737589,31.1473404255319,"Single","Rice_upland","7Y370","Transplant",NA,NA,"03/06/2019",122,NA,NA,NA,NA,"Long drainage","Alternate wetting and drying","5_10",180,71.8122125,85.3386658354114,"NONE",0,"NONE",NA,2090,NA,7750,NA,NA,NA
"nikolaisen","Gaihre_2014","Gaihre_2014",1,1,NA,NA,"Philippines","Southeast Asia",14.14,121.27,"Tropical monsoon",26.9594879093103,429.477221623104,1.25,6.6,1.3225,0.15,"UN",22.5,44,17.5,"Wet","Rice_Rice","Angelica","Transplant",NA,"21/06/2010","20/10/2010",121,"121",NA,NA,NA,"Flooded","Continuous flooding",NA,80,NA,NA,"Straw_On_Season",6.5,"Incorporated",NA,3800,NA,3890,NA,NA,NA
"nikolaisen","Gaihre_2014","Gaihre_2014",2,1,NA,NA,"Philippines","Southeast Asia",14.14,121.27,"Tropical monsoon",26.9594879093103,429.477221623104,1.25,6.6,1.3225,0.15,"UN",22.5,44,17.5,"Wet","Rice_Rice","Angelica","Transplant",NA,"21/06/2010","20/10/2010",121,"121",NA,NA,NA,"Flooded","Continuous flooding",NA,80,NA,NA,"Straw_On_Season",6.5,"Incorporated",NA,3100,NA,4880,NA,NA,NA
"nikolaisen","Gaihre_2014","Gaihre_2014",3,1,NA,NA,"Philippines","Southeast Asia",14.14,121.27,"Tropical monsoon",26.9594879093103,429.477221623104,1.25,6.6,1.3225,0.15,"UN",22.5,44,17.5,"Dry","Rice_Rice","Angelica","Transplant",NA,"20/01/2011","20/05/2011",120,"120",NA,NA,NA,"Short drainage","Continuous flooding",NA,120,NA,NA,"Straw_Off_Season",6.5,"Incorporated",NA,5400,NA,4900,NA,NA,NA
"nikolaisen","Gaihre_2014","Gaihre_2014",4,1,NA,NA,"Philippines","Southeast Asia",14.14,121.27,"Tropical monsoon",26.9594879093103,429.477221623104,1.25,6.6,1.3225,0.15,"UN",22.5,44,17.5,"Dry","Rice_Rice","Angelica","Transplant",NA,"20/01/2011","20/05/2011",120,"120",NA,NA,NA,"Short drainage","Continuous flooding",NA,120,NA,NA,"Straw_Off_Season",6.5,"Incorporated",NA,4700,NA,5560,NA,NA,NA
"nikolaisen","Ghosh_2003","Ghosh_2003",1,2,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.45,7.6,1.39583333333333,0.04,"M_Coarse",21,33,46,"Wet","Rice_Upland","Pusa169","Transplant",NA,"July","October",121,"121",105,NA,NA,"Long drainage","Continuous flooding","5",0,NA,NA,"NONE",0,"NONE",NA,245,NA,3800,NA,NA,NA
"nikolaisen","Ghosh_2003","Ghosh_2003",2,2,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.45,7.6,1.39583333333333,0.04,"M_Coarse",21,33,46,"Wet","Rice_Upland","Pusa169","Transplant",NA,"July","October",121,"121",105,NA,NA,"Long drainage","Continuous flooding","5",120,NA,NA,"NONE",0,"NONE",NA,373,NA,4500,NA,NA,NA
"nikolaisen","Ghosh_2003","Ghosh_2003",3,2,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.45,7.6,1.39583333333333,0.04,"M_Coarse",21,33,46,"Wet","Rice_Upland","Pusa169","Transplant",NA,"July","October",121,"121",105,NA,NA,"Long drainage","Continuous flooding","5",120,NA,NA,"NONE",0,"NONE",NA,330,NA,4900,NA,NA,NA
"nikolaisen","Ghosh_2003","Ghosh_2003",4,2,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.45,7.6,1.39583333333333,0.04,"M_Coarse",21,33,46,"Wet","Rice_Upland","Pusa169","Transplant",NA,"July","October",121,"121",105,NA,NA,"Long drainage","Continuous flooding","5",120,NA,NA,"NONE",0,"NONE",NA,281,NA,4000,NA,NA,NA
"nikolaisen","Ghosh_2003","Ghosh_2003",5,2,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.45,7.6,1.39583333333333,0.04,"M_Coarse",21,33,46,"Wet","Rice_Upland","Pusa169","Transplant",NA,"July","October",121,"121",105,NA,NA,"Long drainage","Continuous flooding","5",120,NA,NA,"NONE",0,"NONE",NA,290,NA,5300,NA,NA,NA
"nikolaisen","Ghosh_2003","Ghosh_2003",6,2,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.45,7.6,1.39583333333333,0.04,"M_Coarse",21,33,46,"Wet","Rice_Upland","Pusa169","Transplant",NA,"July","October",121,"121",105,NA,NA,"Long drainage","Continuous flooding","5",120,NA,NA,"NONE",0,"NONE",NA,287,NA,5900,NA,NA,NA
"nikolaisen","Ghosh_2003","Ghosh_2003",7,2,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.45,7.6,1.39583333333333,0.04,"M_Coarse",21,33,46,"Wet","Rice_Upland","Pusa169","Transplant",NA,"July","October",121,"121",105,NA,NA,"Long drainage","Continuous flooding","5",120,NA,NA,"NONE",0,"NONE",NA,264,NA,4000,NA,NA,NA
"nikolaisen","Gupta_2016","Gupta_2016",1,3,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.46,8.1,1.39583333333333,0.263589743589744,"Medium",21,33,46,"Wet","Rice_Upland","PRH10","Transplant","26/06/2012",NA,"16/10/2012",113,"113",NA,NA,NA,"Long drainage","Continuous flooding","4_6",120,NA,NA,"NONE",0,"NONE",NA,328,NA,4910,NA,NA,NA
"nikolaisen","Gupta_2016","Gupta_2016",2,3,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.46,8.1,1.39583333333333,0.263589743589744,"Medium",21,33,46,"Wet","Rice_Upland","PRH10","Transplant","26/06/2012",NA,"16/10/2012",113,"113",NA,NA,NA,"Long drainage","Continuous flooding","4_6",120,NA,NA,"NONE",0,"NONE",NA,351,NA,5100,NA,NA,NA
"nikolaisen","Gupta_2016","Gupta_2016",3,3,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.46,8.1,1.39583333333333,0.263589743589744,"Medium",21,33,46,"Wet","Rice_Upland","PRH10","Transplant","26/06/2012",NA,"16/10/2012",113,"113",NA,NA,NA,"Long drainage","Multiple drainage",NA,120,NA,NA,"NONE",0,"NONE",NA,233,NA,4830,NA,NA,NA
"nikolaisen","Gupta_2016","Gupta_2016",4,3,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.46,8.1,1.39583333333333,0.263589743589744,"Medium",21,33,46,"Wet","Rice_Upland","PRH10","Direct dry seeded","26/06/2012",NA,"16/10/2012",113,"113",NA,NA,NA,"Long drainage","Continuous flooding",NA,120,NA,NA,"NONE",0,"NONE",NA,39,NA,4420,NA,NA,NA
"nikolaisen","Gupta_2016","Gupta_2016",5,3,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.46,8.1,1.39583333333333,0.263589743589744,"Medium",21,33,46,"Wet","Rice_Upland","PRH10","Transplant","22/06/2013",NA,"20/10/2013",121,"121",NA,NA,NA,"Long drainage","Continuous flooding","4_6",120,NA,NA,"NONE",0,"NONE",NA,404,NA,5180,NA,NA,NA
"nikolaisen","Gupta_2016","Gupta_2016",6,3,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.46,8.1,1.39583333333333,0.263589743589744,"Medium",21,33,46,"Wet","Rice_Upland","PRH10","Transplant","22/06/2013",NA,"20/10/2013",121,"121",NA,NA,NA,"Long drainage","Continuous flooding","4_6",120,NA,NA,"NONE",0,"NONE",NA,434,NA,5260,NA,NA,NA
"nikolaisen","Gupta_2016","Gupta_2016",7,3,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.46,8.1,1.39583333333333,0.263589743589744,"Medium",21,33,46,"Wet","Rice_Upland","PRH10","Transplant","22/06/2013",NA,"20/10/2013",121,"121",NA,NA,NA,"Long drainage","Multiple drainage",NA,120,NA,NA,"NONE",0,"NONE",NA,302,NA,5110,NA,NA,NA
"nikolaisen","Gupta_2016","Gupta_2016",8,3,NA,NA,"India","South Asia",28.67,77.2,"Arid steppe",26.8116759788889,362.624835762963,0.46,8.1,1.39583333333333,0.263589743589744,"Medium",21,33,46,"Wet","Rice_Upland","PRH10","Direct dry seeded","22/06/2013",NA,"20/10/2013",121,"121",NA,NA,NA,"Long drainage","Continuous flooding",NA,120,NA,NA,"Straw_Off_Season",4,"UN",NA,67,NA,4780,NA,NA,NA
"nikolaisen","Gutierrez_2013","Gutierrez_2013",1,1,NA,NA,"South Korea","East Asia",35.15,128.1,"Cold dry winter",21.6204750444444,554.502181744444,0.98,6.6,1.25138888888889,0.22,"M_Fine",25.7916666666667,NA,NA,"Single","Rice_Fallow","Chucung","Transplant","22/05/2010","12/06/2010",NA,135,"135",NA,NA,NA,"Long drainage","Continuous flooding","5_7",110,NA,NA,"NONE",0,"NONE",NA,2240,NA,7300,NA,NA,NA
"nikolaisen","Gutierrez_2013","Gutierrez_2013",2,1,NA,NA,"South Korea","East Asia",35.15,128.1,"Cold dry winter",21.6204750444444,554.502181744444,0.98,6.6,1.25138888888889,0.22,"M_Fine",25.7916666666667,NA,NA,"Single","Rice_Fallow","Dongjin","Transplant","22/05/2010","12/06/2010",NA,135,"135",NA,NA,NA,"Long drainage","Continuous flooding","5_7",110,NA,NA,"NONE",0,"NONE",NA,2020,NA,7500,NA,NA,NA
"nikolaisen","Gutierrez_2013","Gutierrez_2013",3,1,NA,NA,"South Korea","East Asia",35.15,128.1,"Cold dry winter",21.6204750444444,554.502181744444,0.98,6.6,1.25138888888889,0.22,"M_Fine",25.7916666666667,NA,NA,"Single","Rice_Fallow","Ilmi","Transplant","22/05/2010","12/06/2010",NA,135,"135",NA,NA,NA,"Long drainage","Continuous flooding","5_7",110,NA,NA,"NONE",0,"NONE",NA,2530,NA,6900,NA,NA,NA
"nikolaisen","Gutierrez_2013","Gutierrez_2013",4,1,NA,NA,"South Korea","East Asia",35.15,128.1,"Cold dry winter",21.6204750444444,554.502181744444,0.98,6.6,1.25138888888889,0.22,"M_Fine",25.7916666666667,NA,NA,"Single","Rice_Fallow","Junam","Transplant","22/05/2010","12/06/2010",NA,135,"135",NA,NA,NA,"Long drainage","Continuous flooding","5_7",110,NA,NA,"NONE",0,"NONE",NA,3430,NA,7900,NA,NA,NA
"nikolaisen","Gutierrez_2013","Gutierrez_2013",5,1,NA,NA,"South Korea","East Asia",35.15,128.1,"Cold dry winter",21.6204750444444,554.502181744444,0.98,6.6,1.25138888888889,0.22,"M_Fine",25.7916666666667,NA,NA,"Single","Rice_Fallow","Nampyeong","Transplant","22/05/2010","12/06/2010",NA,135,"135",NA,NA,NA,"Long drainage","Continuous flooding","5_7",110,NA,NA,"NONE",0,"NONE",NA,5030,NA,7500,NA,NA,NA
"nikolaisen","Gutierrez_2013","Gutierrez_2013",6,1,NA,NA,"South Korea","East Asia",35.15,128.1,"Cold dry winter",21.6204750444444,554.502181744444,0.98,6.6,1.25138888888889,0.22,"M_Fine",25.7916666666667,NA,NA,"Single","Rice_Fallow","Samkwang","Transplant","22/05/2010","12/06/2010",NA,135,"135",NA,NA,NA,"Long drainage","Continuous flooding","5_7",110,NA,NA,"NONE",0,"NONE",NA,3470,NA,7800,NA,NA,NA
"nikolaisen","Gutierrez_2013","Gutierrez_2013",7,1,NA,NA,"South Korea","East Asia",35.15,128.1,"Cold dry winter",21.6204750444444,554.502181744444,0.98,6.6,1.25138888888889,0.22,"M_Fine",25.7916666666667,NA,NA,"Single","Rice_Fallow","Odae","Transplant","22/05/2010","12/06/2010",NA,111,"111",NA,NA,NA,"Long drainage","Continuous flooding","5_7",110,NA,NA,"NONE",0,"NONE",NA,4360,NA,7100,NA,NA,NA
"nikolaisen","Gutierrez_2013","Gutierrez_2013",8,1,NA,NA,"South Korea","East Asia",35.15,128.1,"Cold dry winter",21.6204750444444,554.502181744444,0.98,6.6,1.25138888888889,0.22,"M_Fine",25.7916666666667,NA,NA,"Single","Rice_Fallow","Woonkwang","Transplant","22/05/2010","12/06/2010",NA,111,"111",NA,NA,NA,"Long drainage","Continuous flooding","5_7",110,NA,NA,"NONE",0,"NONE",NA,2990,NA,7800,NA,NA,NA
"nikolaisen","Gutierrez_2013","Gutierrez_2013",9,1,NA,NA,"South Korea","East Asia",35.15,128.1,"Cold dry winter",21.6204750444444,554.502181744444,0.98,6.6,1.25138888888889,0.22,"M_Fine",25.7916666666667,NA,NA,"Single","Rice_Fallow","Chucung","Transplant","14/05/2011","04/06/2011",NA,135,"135",NA,NA,NA,"Long drainage","Continuous flooding","5_7",110,NA,NA,"NONE",0,"NONE",NA,3740,NA,6200,NA,NA,NA
